dataset,split,group,image,original_split
dataset_1,train,IMG_20250729_084246,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/IMG_20250729_084246_jpg.rf.6709bf943c7559ce263187af753470a5.jpg,train
dataset_1,val,IMG_20250729_084108,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/IMG_20250729_084108_jpg.rf.039221399438cc657396a9a4ed17a34c.jpg,train
dataset_1,train,IMG_20250729_084246,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/IMG_20250729_084246_jpg.rf.73a9fa46ea5adbd4dd58d785a66d8d55.jpg,train
dataset_1,train,0448,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/0448_jpg.rf.b07ae1eb4df2d504d90085fe655fb42e.jpg,train
dataset_1,train,IMG_20250806_103925,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/IMG_20250806_103925_jpg.rf.4a1392d0d6d9993e26c07b77b2b4df98.jpg,train
dataset_1,train,blue-red-pallets-goods-industrial-area-many-wood-pallets-one-top-each-other-142690576,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/blue-red-pallets-goods-industrial-area-many-wood-pallets-one-top-each-other-142690576_jpg.rf.af3c272e6d82a10d07923113ff5925bc.jpg,train
dataset_1,train,0440,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/0440_jpg.rf.e6e9262e1d45fc10ec127a04720fa180.jpg,train
dataset_1,train,0496,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/0496_jpg.rf.6e1143a27745e0cc656e866f96a26712.jpg,train
dataset_1,test,IMG_20250729_083921,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/IMG_20250729_083921_jpg.rf.f1f9a0a6e10d720d40d2d0a93331f8a8.jpg,train
dataset_1,train,IMG_20250729_084135,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/IMG_20250729_084135_jpg.rf.0b0de2479e09a64bf6c86615d7b1ca84.jpg,train
dataset_1,train,plastic-pallets-stacked-can-cause-accidents-factory-38453013,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/plastic-pallets-stacked-can-cause-accidents-factory-38453013_jpg.rf.abf1c98028269b1536fed58e9093c02c.jpg,train
dataset_1,train,IMG_20250813_135717,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/IMG_20250813_135717_jpg.rf.c3f32ed3eb534cc80af46ef57fb87a53.jpg,train
dataset_1,train,0506,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/0506_jpg.rf.9298bb7ed502940aa3663e719751c391.jpg,train
dataset_1,test,IMG_20250729_083748,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/IMG_20250729_083748_jpg.rf.a71f4efd1e2759901e18f15dd9677eb9.jpg,train
dataset_1,train,IMG_20250729_083934,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/IMG_20250729_083934_jpg.rf.e5b2419edd5a2c02a1d66cd157dd2495.jpg,train
dataset_1,val,0510,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/0510_jpg.rf.9f208c0335db5b9285359a336eb17afc.jpg,train
dataset_1,train,IMG_20250813_135455,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/IMG_20250813_135455_jpg.rf.f70ff901599e4b46f65232160290fca5.jpg,train
dataset_1,train,IMG_20250729_083912,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/IMG_20250729_083912_jpg.rf.e6b82d2d03e0c8e7de09a2766f9eaf70.jpg,train
dataset_1,train,0476,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/0476_jpg.rf.7cd4339d477afb70a985b857aeb74978.jpg,train
dataset_1,test,IMG_20250729_083832,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/IMG_20250729_083832_jpg.rf.bb888086e2d124673853243e24a9db80.jpg,train
dataset_1,train,IMG_20250813_140340,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/IMG_20250813_140340_jpg.rf.e9207f6a3b7007759791b52700f6ef2d.jpg,train
dataset_1,train,IMG_20250729_084508,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/IMG_20250729_084508_jpg.rf.13b545b02c037454484a0dbeaf2082cf.jpg,train
dataset_1,train,wooden-pallets-wooden-pallets-stacked-distribution-warehouse-196975582,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/wooden-pallets-wooden-pallets-stacked-distribution-warehouse-196975582_jpg.rf.c4103d6bda561711fd21c7a20993bc1f.jpg,train
dataset_1,train,IMG_20250813_135843,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/IMG_20250813_135843_jpg.rf.4dc5a1199eb789591c0b33f2a1741730.jpg,train
dataset_1,train,IMG_20250729_084623,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/IMG_20250729_084623_jpg.rf.46371fdb88448c2726eedc70e16c365f.jpg,train
dataset_1,train,0472,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/0472_jpg.rf.abd5114b8bc9404611a9491f3bc321ae.jpg,train
dataset_1,train,wooden-pallets-9095013,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/wooden-pallets-9095013_jpg.rf.3b83eca60fce7c7f695681dab33c6523.jpg,train
dataset_1,test,images52_jpeg,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/images52_jpeg_jpg.rf.90e14314e7b014e94839637eb86fc5c3.jpg,train
dataset_1,train,MHP9X3,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/MHP9X3_jpg.rf.a527b84f5fa9070c6ca13e04f345eae5.jpg,train
dataset_1,train,IMG_20250806_104115,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/IMG_20250806_104115_jpg.rf.7431dc1d977c9e40c00fa0fc1c68001f.jpg,train
dataset_1,test,wooden-pallets-stacks-cargo-shipping-60794370,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/wooden-pallets-stacks-cargo-shipping-60794370_jpg.rf.8e47a7e905795731d958c2a22fd691a7.jpg,train
dataset_1,train,pallets-wood-stack-warehouse-work-148457138,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/pallets-wood-stack-warehouse-work-148457138_jpg.rf.31d86b0963a816c79573b6b8d1670f78.jpg,train
dataset_1,train,0514,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/0514_jpg.rf.ffecf4a3ea9c8b962052008c1aa140da.jpg,train
dataset_1,val,cargo-pallets-landscape-format-469979,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/cargo-pallets-landscape-format-469979_jpg.rf.2bdfe25fe39f75a963d94281ef8ad6c6.jpg,train
dataset_1,train,IMG_20250813_135455,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/IMG_20250813_135455_jpg.rf.bcd9d58bfb6afb89b9a96d046d743877.jpg,train
dataset_1,train,images50_jpeg,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/images50_jpeg_jpg.rf.387d56eabdeacfa73bf17d4fcce00674.jpg,train
dataset_1,train,IMG_20250813_135951,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/IMG_20250813_135951_jpg.rf.e44bcd560e9e80185b34e04330f7e068.jpg,train
dataset_1,val,IMG_20250813_135638,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/IMG_20250813_135638_jpg.rf.b0fab5ad0b018817559598675238f45e.jpg,train
dataset_1,train,many-old-used-wooden-pallets-stack-outdoors-store-logistic-enterprise-many-old-used-wooden-pallets-stack-outdoors-212417251,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/many-old-used-wooden-pallets-stack-outdoors-store-logistic-enterprise-many-old-used-wooden-pallets-stack-outdoors-212417251_jpg.rf.bc0de6e1f98ec730560ee08e1375af6b.jpg,train
dataset_1,val,IMG_20250813_140310,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/IMG_20250813_140310_jpg.rf.9b9784f6fd42d97730cc15e9e5d4d434.jpg,train
dataset_1,train,IMG_20250813_135214,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/IMG_20250813_135214_jpg.rf.45af8697a2feee6d7b058cb33c01f1c0.jpg,train
dataset_1,train,IMG_20250813_140111,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/IMG_20250813_140111_jpg.rf.36e59d8bf5e9b448ffb600ce1ef71c33.jpg,train
dataset_1,train,IMG_20250729_083540,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/IMG_20250729_083540_jpg.rf.46afbfd09618deaf5a3609cd3b689177.jpg,train
dataset_1,train,wooden-pallets-stack-warehouse-cargo-storage-shipment-logistics-transportation-industrial-wood-heap-delivery-service-196510092,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/wooden-pallets-stack-warehouse-cargo-storage-shipment-logistics-transportation-industrial-wood-heap-delivery-service-196510092_jpg.rf.bf8e1df576a55814602076e46d043748.jpg,train
dataset_1,train,IMG_20250806_104509,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/IMG_20250806_104509_jpg.rf.4f3e50919eff7fd7300b250c3a323efe.jpg,train
dataset_1,val,stacked-colorful-rough-wooden-pallets-background-cargo-warehouse-135411308-1-,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/stacked-colorful-rough-wooden-pallets-background-cargo-warehouse-135411308-1-_jpg.rf.7886029277ae5409ddce2361a5753556.jpg,train
dataset_1,train,IMG_20250806_104515,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/IMG_20250806_104515_jpg.rf.3ee8e0d015b6c818c38f77ad9f93d78e.jpg,train
dataset_1,train,IMG_20250729_084246,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/IMG_20250729_084246_jpg.rf.b3c416d88fe5e19af2d3fcee3691db6b.jpg,train
dataset_1,train,IMG_20250729_084550,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/IMG_20250729_084550_jpg.rf.98f89adad57c722fc2a4b1320e51848f.jpg,train
dataset_1,train,IMG_20250813_135600,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/IMG_20250813_135600_jpg.rf.e03de8c24dd703802fe7cfdfffe95238.jpg,train
dataset_1,train,IMG_20250729_085055,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/IMG_20250729_085055_jpg.rf.abb371af7105d26bc354d1c7d70224b3.jpg,train
dataset_1,val,IMG_20250806_104418,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/IMG_20250806_104418_jpg.rf.03c8680d2971ca00931de9228e3923bf.jpg,train
dataset_1,train,IMG_20250806_104544,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/IMG_20250806_104544_jpg.rf.2cd0b16711abf713a88bfbe0ac07e39a.jpg,train
dataset_1,train,IMG_20250806_104502,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/IMG_20250806_104502_jpg.rf.cf82a76a5c67cbfd6204bb2a21bb9644.jpg,train
dataset_1,train,IMG_20250729_084327,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/IMG_20250729_084327_jpg.rf.24a73a2b1f8547c1dfe07a583b116d37.jpg,train
dataset_1,train,wooden-pallets-26691545,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/wooden-pallets-26691545_jpg.rf.d2a4c14b4a472897a4720c2ee0a11546.jpg,train
dataset_1,train,pallets-stacked-wooden-outdoor-storage-85964547,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/pallets-stacked-wooden-outdoor-storage-85964547_jpg.rf.73552284cbc7153d85cfee74d061d5d9.jpg,train
dataset_1,val,IMG_20250806_104456,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/IMG_20250806_104456_jpg.rf.023d2a2c6869ceb08f36cd8109292506.jpg,train
dataset_1,test,IMG_20250729_084112,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/IMG_20250729_084112_jpg.rf.8933a680d4911c4bc423c9dab8f64c63.jpg,train
dataset_1,test,0438,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/0438_jpg.rf.e9e9f59a9bfb7dab9e6b504a14a7c359.jpg,train
dataset_1,train,IMG_20250729_084631,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/IMG_20250729_084631_jpg.rf.a54923431421a3f7860dd88144f57cc6.jpg,train
dataset_1,train,IMG_20250729_084623,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/IMG_20250729_084623_jpg.rf.2e845f24581fc48100e3967a7f72906b.jpg,train
dataset_1,test,images8_jpeg,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/images8_jpeg_jpg.rf.facfa3d06f2b1434aae69b0af74151cc.jpg,train
dataset_1,train,IMG_20250729_083840,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/IMG_20250729_083840_jpg.rf.342e969e8972fee3b58f8e539ee87ac1.jpg,train
dataset_1,val,IMG_20250813_140356,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/IMG_20250813_140356_jpg.rf.0c94d2c0311c202244ef3c4761aad3c3.jpg,train
dataset_1,test,IMG_20250729_084153,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/IMG_20250729_084153_jpg.rf.c14c5b7ae9f2ff6e2eaf872f72031a60.jpg,train
dataset_1,train,IMG_20250806_104149,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/IMG_20250806_104149_jpg.rf.2ccdc1a5c7bd0aef6b730a5745c3728b.jpg,train
dataset_1,train,stack-wooden-pallet-isolated-on-white-background-3d-rendering-free-photo,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/stack-wooden-pallet-isolated-on-white-background-3d-rendering-free-photo_jpg.rf.1e25043d905d3dd73419caf08bfe5d80.jpg,train
dataset_1,train,IMG_20250729_084635,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/IMG_20250729_084635_jpg.rf.0dfc64fe4ed4a2798138c38cfdf04e57.jpg,train
dataset_1,train,IMG_20250813_140001,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/IMG_20250813_140001_jpg.rf.85a121d3238909694726a7985b523d18.jpg,train
dataset_1,val,IMG_20250729_083824,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/IMG_20250729_083824_jpg.rf.31d261fd5f2595b8a2278cd90d34e3d0.jpg,train
dataset_1,train,pallets-wooden-near-warehouse-exactly-stacked-48801669,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/pallets-wooden-near-warehouse-exactly-stacked-48801669_jpg.rf.5d1d36a62ee86eabaa0fd9f92a0caa5d.jpg,train
dataset_1,train,IMG_20250813_140427,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/IMG_20250813_140427_jpg.rf.9b09118c9da699b1aba89826406e2a87.jpg,train
dataset_1,train,IMG_20250813_135939,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/IMG_20250813_135939_jpg.rf.aecb8b9fa5022ba66a2ecb67564260ec.jpg,train
dataset_1,train,IMG_20250806_103925,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/IMG_20250806_103925_jpg.rf.746e81f43386c60bf4f3441f32e5aa5e.jpg,train
dataset_1,train,IMG_20250813_140301,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/IMG_20250813_140301_jpg.rf.db31c0681c6f1cabbf9667d3ff7bb492.jpg,train
dataset_1,train,IMG_20250729_083648,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/IMG_20250729_083648_jpg.rf.a1131b2c5a9b240ca9b2ce79001ed2fc.jpg,train
dataset_1,test,2F6NX99,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/2F6NX99_jpg.rf.e9471abc671a355ea3bc6981a9cbca55.jpg,train
dataset_1,train,S0Y1NN,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/S0Y1NN_jpg.rf.f610268de6f90d1da9dd867b8ee7b1d1.jpg,train
dataset_1,train,IMG_20250729_084225,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/IMG_20250729_084225_jpg.rf.69b2079c943e7b2f50c868e4aee207bf.jpg,train
dataset_1,train,0478,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/0478_jpg.rf.9d75e9b35d72e120b5da771ee3367abe.jpg,train
dataset_1,train,images13_jpeg,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/images13_jpeg_jpg.rf.b1bc79b7356e7d2e810ca4637dd250dc.jpg,train
dataset_1,train,IMG_20250813_140517,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/IMG_20250813_140517_jpg.rf.7ba94b0c3a593395ba76d7bd8c86b28e.jpg,train
dataset_1,val,pallets-yellow-color-wall-background-cargo-industrial-texture-50492399,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/pallets-yellow-color-wall-background-cargo-industrial-texture-50492399_jpg.rf.5f0c6328946e11faa26a9df296bb1ee6.jpg,train
dataset_1,train,0550,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/0550_jpg.rf.367ad25eedaeea2581317798d0de8d8a.jpg,train
dataset_1,train,IMG_20250729_084147,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/IMG_20250729_084147_jpg.rf.4ed4e58fe2b8b09399d1cf4e102ba5f1.jpg,train
dataset_1,val,IMG_20250806_103910,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/IMG_20250806_103910_jpg.rf.c86a699e332a9b791bd83c678d2e6b6d.jpg,train
dataset_1,test,pngtree-euro-pallets-front-view-shadow-freight-dimensions-photo-image_23466774,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/pngtree-euro-pallets-front-view-shadow-freight-dimensions-photo-image_23466774_jpg.rf.dda43915677a3378108e22a4216827e2.jpg,train
dataset_1,train,IMG_20250729_083658,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/IMG_20250729_083658_jpg.rf.d2fc4d07bfaf7634dc60a5ea3f35f20f.jpg,train
dataset_1,train,IMG_20250729_083937,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/IMG_20250729_083937_jpg.rf.044693a01dbc8b9b64c3ddcdaa561a74.jpg,train
dataset_1,test,IMG_20250729_083805,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/IMG_20250729_083805_jpg.rf.2f609892cf943626c76af665d6f854f4.jpg,train
dataset_1,train,IMG_20250729_084021,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/IMG_20250729_084021_jpg.rf.243981fcaaf625fc847ad0618a1d3e3e.jpg,train
dataset_1,train,IMG_20250806_104509,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/IMG_20250806_104509_jpg.rf.2251831f16f26acb8495c00d3320cc7b.jpg,train
dataset_1,val,IMG_20250729_083507,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/IMG_20250729_083507_jpg.rf.650b1e59a9384249126ad10450274a6a.jpg,train
dataset_1,train,images71_jpeg,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/images71_jpeg_jpg.rf.d19b95b47c397eb459d84808a701af9a.jpg,train
dataset_1,train,stacked-colorful-rough-wooden-pallets-background-cargo-warehouse-135411310-1-,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/stacked-colorful-rough-wooden-pallets-background-cargo-warehouse-135411310-1-_jpg.rf.5cd95556295b68c877e39daa1a3314a8.jpg,train
dataset_1,val,IMG_20250806_104456,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/IMG_20250806_104456_jpg.rf.837e88260332194f7ce961afc91c8083.jpg,train
dataset_1,train,IMG_20250729_084205,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/IMG_20250729_084205_jpg.rf.d17890514c108aeea92ec3b6ccacf520.jpg,train
dataset_1,train,pallet-wood-old-blue-boards-boats-store-transportation-W49M56,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/pallet-wood-old-blue-boards-boats-store-transportation-W49M56_jpg.rf.0c39c1e6a48764855f8df3db1c2489ce.jpg,train
dataset_1,train,IMG_20250806_104551,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/IMG_20250806_104551_jpg.rf.0dbafc4aa540e2ae4cd7397c476eeb1f.jpg,train
dataset_1,train,IMG_20250729_083813,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/IMG_20250729_083813_jpg.rf.04dd000f1d2a243793035aec83a580d0.jpg,train
dataset_1,train,IMG_20250813_140313,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/IMG_20250813_140313_jpg.rf.4d62cf57d43167f2f6e77194ac763935.jpg,train
dataset_1,test,PD5WFA,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/PD5WFA_jpg.rf.f93685528c7a8054537946554c6bcc68.jpg,train
dataset_1,train,IMG_20250729_083546,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/IMG_20250729_083546_jpg.rf.5a1ce54a0a3241a9e4c53f992fdfd227.jpg,train
dataset_1,test,wooden-pallets-blue-red-colors-stacked-each-other-store-front-136460549,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/wooden-pallets-blue-red-colors-stacked-each-other-store-front-136460549_jpg.rf.f63dcccbafe068eedd4d7cbf196e5c6f.jpg,train
dataset_1,train,0446,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/0446_jpg.rf.bdb2f48508044de9ff153c47d78cdf86.jpg,train
dataset_1,train,IMG_20250729_085102,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/IMG_20250729_085102_jpg.rf.40f21dbc756573c95506004be233a21a.jpg,train
dataset_1,train,IMG_20250729_083835,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/IMG_20250729_083835_jpg.rf.6c51a3f2bf5ca868b91c088957ce6b35.jpg,train
dataset_1,train,IMG_20250806_104502,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/IMG_20250806_104502_jpg.rf.2732ec509380e8ecc17c8776593c8fb7.jpg,train
dataset_1,train,IMG_20250729_084524,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/IMG_20250729_084524_jpg.rf.22872ad2e456b1a3432bf5a0fa2ec66c.jpg,train
dataset_1,val,IMG_20250729_083620,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/IMG_20250729_083620_jpg.rf.c1215d579a266a03a5a60b63c4ec2637.jpg,train
dataset_1,train,IMG_20250813_140517,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/IMG_20250813_140517_jpg.rf.1245aa35a51849cd35882ea17f4a8e08.jpg,train
dataset_1,train,images7_jpeg,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/images7_jpeg_jpg.rf.f7a352af56cf4e801f97317896d0c604.jpg,train
dataset_1,train,IMG_20250806_103934,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/IMG_20250806_103934_jpg.rf.62c2361c362a3c5d9cd8dd720defb06f.jpg,train
dataset_1,train,IMG_20250729_083934,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/IMG_20250729_083934_jpg.rf.aca0d644b0e3ca091ac8a1bd0ef78b8c.jpg,train
dataset_1,val,wooden-pallets-4422065-1-,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/wooden-pallets-4422065-1-_jpg.rf.64a328b1c0435094f713372b764216c3.jpg,train
dataset_1,train,IMG_20250813_135357,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/IMG_20250813_135357_jpg.rf.40c43f792f00ab976e1abdd2bca3fdae.jpg,train
dataset_1,train,IMG_20250806_103904,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/IMG_20250806_103904_jpg.rf.771d154ee3a5b1bf01bc89f96d0fe659.jpg,train
dataset_1,train,IMG_20250729_084542,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/IMG_20250729_084542_jpg.rf.6139156fb5a42b71dd5abf010d2fe8b7.jpg,train
dataset_1,train,IMG_20250729_083551,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/IMG_20250729_083551_jpg.rf.f5571319db00c0e31032f1247fb9238b.jpg,train
dataset_1,train,WDWEE5,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/WDWEE5_jpg.rf.da22b5d85ce92c9d5df2b8bd87e4a383.jpg,train
dataset_1,train,0520,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/0520_jpg.rf.3dd5cb38282ffb6f46376c2442277b11.jpg,train
dataset_1,train,many-old-used-wooden-pallets-stack-outdoors-store-logistic-enterprise-many-old-used-wooden-pallets-stack-outdoors-212417251,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/many-old-used-wooden-pallets-stack-outdoors-store-logistic-enterprise-many-old-used-wooden-pallets-stack-outdoors-212417251_jpg.rf.3158ba0d6ec3f13ca9b47a382bd7f915.jpg,train
dataset_1,train,MHHR0E,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/MHHR0E_jpg.rf.c0217a33729bd0111e818dbc4d33f93a.jpg,train
dataset_1,train,IMG_20250729_083631,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/IMG_20250729_083631_jpg.rf.7306143573b8ba73b386452b9ea9e381.jpg,train
dataset_1,test,IMG_20250729_133047,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/IMG_20250729_133047_jpg.rf.94908dd030944336e0326f4a2364a5c4.jpg,train
dataset_1,train,0472,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/0472_jpg.rf.39ae7f2584a8f79cd770b963bd6e5133.jpg,train
dataset_1,train,pallets-side-stacked,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/pallets-side-stacked_jpg.rf.98b31a3f062f93f46540eb9b28d4aa05.jpg,train
dataset_1,train,0544,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/0544_jpg.rf.b3bf1cf2b183821d4bd05d1aa70d49f9.jpg,train
dataset_1,train,0496,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/0496_jpg.rf.eb0022225b21ef7a1d0d1301e816fa3e.jpg,train
dataset_1,train,original,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/original_jpg.rf.1f0ff6e5cac8811b1e03d62fe87eab81.jpg,train
